location	month	lot_num	artist	born_death	title	estimated_price	sold_price	sold_price_usd	image_url	image_path	description	artist_signature	medium	height_cm	length_cm	year_printed	provenance
New York	14November2017	301	Rembrandt Bugatti	1884-1916	"Deux petits léopards l'un derrière l'autre
"	USD 300,000 - USD 500,000	USD 552500	552500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0301_000(rembrandt_bugatti_deux_petits_leopards_lun_derriere_lautre).jpg	./resources/14November2017/Lot301.jpg	"['<span id=""main_center_0_lblLotDescription"">Rembrandt Bugatti (1884-1916)', ""\nDeux petits léopards l'un derrière l'autre"", ""\nsigned, numbered and stamped with foundry mark 'R.Bugatti. (8) A.A. HÉBRARD CIRE PERDUE' (on the top of the base)"", '\nbronze with dark brown patina', '\nHeight: 15 in. (38 cm.) ', '\nLength: 25 1/8 in. (64 cm.)', '\nConceived <i>circa</i> 1912', '\n</span>']"	signed, numbered and stamped with foundry mark 'R.Bugatti. (8) A.A. HÉBRARD CIRE PERDUE' (on the top of the base)	bronze with dark brown patina	64.0	64.0	Conceived <i>circa</i> 1912	"Anon. sale, Ader Picard Tajan, Paris, 8 April 1989, lot 30.
Acquired at the above sale by the present owner."
New York	14November2017	302	Rembrandt Bugatti	1884-1916	"Serpent, Python royal
"	USD 150,000 - USD 250,000	USD 552500	552500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0302_000(rembrandt_bugatti_serpent_python_royal).jpg	./resources/14November2017/Lot302.jpg	"['<span id=""main_center_0_lblLotDescription"">Rembrandt Bugatti (1884-1916)', '\nSerpent, Python royal', ""\nsigned, numbered and stamped with foundry mark 'R Bugatti (1) A.A. HÉBRARD CIRE PERDUE' (on the side)"", '\nbronze with brown patina', '\nHeight: 6 7/8 in. (17.5 cm.)', '\nLength: 21 5/8 in. (55 cm.)', '\nConceived <i>circa</i> 1907', '\n</span>']"	signed, numbered and stamped with foundry mark 'R Bugatti (1) A.A. HÉBRARD CIRE PERDUE' (on the side)	bronze with brown patina	55.0	55.0	Conceived <i>circa</i> 1907	"Ettore Bugatti, Molsheim, Alsace (brother of the artist).
L'Ebé Bugatti, Château-la-Valière, France (by descent from the above); sale, Hôtel Drouot, Paris, 18 May 1981, lot 117.
Alain Delon, Paris (acquired at the above sale); sale, Sotheby's, London, 4 April 1990, lot 281. 
Acquired at the above sale by the present owner."
New York	14November2017	303	Rembrandt Bugatti	1884-1916	"Rhinocéros de trois ans
"	USD 400,000 - USD 600,000	USD 996500	996500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0303_000(rembrandt_bugatti_rhinoceros_de_trois_ans).jpg	./resources/14November2017/Lot303.jpg	"['<span id=""main_center_0_lblLotDescription"">Rembrandt Bugatti (1884-1916)', '\nRhinocéros de trois ans', ""\nsigned, numbered and stamped with foundry mark 'R-Bugatti- (6) A.A. HÉBRARD CIRE PERDUE' (on the top of the base)"", '\nbronze with brown patina', '\nHeight: 15 ¾ in. (40 cm.)', '\nLength: 26 ¾ in. (68 cm.)', '\nConceived <i>circa</i> 1909-1910', '\n</span>']"	signed, numbered and stamped with foundry mark 'R-Bugatti- (6) A.A. HÉBRARD CIRE PERDUE' (on the top of the base)	bronze with brown patina	68.0	68.0	Conceived <i>circa</i> 1909-1910	"Galerie A.A. Hébrard, Paris (by 1934).
Acquired by the present owner, by 1990."
New York	14November2017	304	Rembrandt Bugatti	1884-1916	"Jument et son poulain
"	USD 300,000 - USD 500,000	USD 432500	432500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0304_000(rembrandt_bugatti_jument_et_son_poulain).jpg	./resources/14November2017/Lot304.jpg	"['<span id=""main_center_0_lblLotDescription"">Rembrandt Bugatti (1884-1916)', '\nJument et son poulain', ""\nsigned, numbered and stamped with foundry mark 'R Bugatti (4) A.A. HÉBRARD CIRE PERDUE' (on the top of the base)"", '\nbronze with brown patina', '\nHeight: 15 ¾ in. (40 cm.)', '\nLength: 23 5/8 in. (60 cm.)', '\nConceived in 1907', '\n</span>']"	signed, numbered and stamped with foundry mark 'R Bugatti (4) A.A. HÉBRARD CIRE PERDUE' (on the top of the base)	bronze with brown patina	60.0	60.0	Conceived in 1907	"Jean-Henri Jansen, Paris.
Alain Delon, Paris; sale, Sotheby's, London, 4 April 1990, lot 262.
Acquired at the above sale by the present owner."
New York	14November2017	305	Rembrandt Bugatti	1884-1916	"Le grand éléphant du Muséum ""Rachel""
"	USD 500,000 - USD 700,000	USD 732500	732500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0305_000(rembrandt_bugatti_le_grand_elephant_du_museum_rachel).jpg	./resources/14November2017/Lot305.jpg	"['<span id=""main_center_0_lblLotDescription"">Rembrandt Bugatti (1884-1916)', '\nLe grand éléphant du Muséum ""Rachel""', ""\nsigned, dated, numbered, inscribed and stamped with foundry mark 'R Bugatti 1903 (3) Paris A.A. HÉBRARD CIRE PERDUE' (on the top of the base)"", '\nbronze with dark brown patina', '\nHeight: 24 in. (61 cm.)', '\nLength: 18 ½ in. (47 cm.)', '\nConceived <i>circa</i> 1903-1904', '\n</span>']"	signed, dated, numbered, inscribed and stamped with foundry mark 'R Bugatti 1903 (3) Paris A.A. HÉBRARD CIRE PERDUE' (on the top of the base)	bronze with dark brown patina	61.0	61.0	Conceived <i>circa</i> 1903-1904	"Private collection, Paris. 
Acquired from the above by the present owner, December 1985."
New York	14November2017	306	Rembrandt Bugatti	1884-1916	"Dix minutes de repos ou Le grand fardier
"	USD 800,000 - USD 1,200,000	USD 1152500	1152500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0306_000(rembrandt_bugatti_dix_minutes_de_repos_ou_le_grand_fardier).jpg	./resources/14November2017/Lot306.jpg	"['<span id=""main_center_0_lblLotDescription"">Rembrandt Bugatti (1884-1916)', '\nDix minutes de repos <i>ou</i> Le grand fardier', ""\nsigned and stamped with foundry mark 'R Bugatti A.A. HÉBRARD CIRE PERDUE' (on the back of the chariot)"", '\nbronze with brown patina', '\nHeight: 15 ¾ in. (40 cm.)', '\nLength: 102 3/8 in. (260 cm.)', '\nConceived in 1905 and cast in 1906; unique', '\n</span>']"	signed and stamped with foundry mark 'R Bugatti A.A. HÉBRARD CIRE PERDUE' (on the back of the chariot)	bronze with brown patina	260.0	260.0	Conceived in 1905 and cast in 1906; unique	"Ettore Bugatti, Molsheim, Alsace (acquired from A.A. Hébrard, June 1920).
Roland Bugatti, Paris (by descent from the above).
Anon. sale, Champin and Lombrail, Enghien, 26 October 1980, lot 76.
Acquired at the above sale by the present owner."
New York	14November2017	307	Rembrandt Bugatti	1884-1916	"Brebis mérinos
"	USD 60,000 - USD 80,000	USD 225000	225000	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0307_000(rembrandt_bugatti_brebis_merinos).jpg	./resources/14November2017/Lot307.jpg	"['<span id=""main_center_0_lblLotDescription"">Rembrandt Bugatti (1884-1916)', '\nBrebis mérinos', ""\nsigned, numbered and stamped with foundry mark 'R Bugatti (1) A.A. HÉBRARD CIRE PERDUE' (on the top of the base)"", '\nbronze with dark brown patina', '\nHeight: 7 3/8 in. (19 cm.)', '\nLength: 16 7/8 in. (43 cm.)', '\nConceived <i>circa</i> 1912', '\n</span>']"	signed, numbered and stamped with foundry mark 'R Bugatti (1) A.A. HÉBRARD CIRE PERDUE' (on the top of the base)	bronze with dark brown patina	43.0	43.0	Conceived <i>circa</i> 1912	Acquired by the present owner, by 1990.
New York	14November2017	308	Léonard Tsuguharu Foujita	1886-1968	"Jeune fille sur le toit de Paris
"	USD 80,000 - USD 120,000	USD 150000	150000	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0308_000(leonard_tsuguharu_foujita_jeune_fille_sur_le_toit_de_paris).jpg	./resources/14November2017/Lot308.jpg	"['<span id=""main_center_0_lblLotDescription"">Léonard Tsuguharu Foujita (1886-1968)', '\nJeune fille sur le toit de Paris', ""\nsigned twice 'Foujita f.' (lower left) and 'Foujita f' (lower right)"", '\noil on canvas', '\n7 ½ x 5 ½ in. (18 x 14.3 cm.)', '\nPainted <i>circa</i> 1955', '\n</span>']"	signed twice 'Foujita f.' (lower left) and 'Foujita f' (lower right)	oil on canvas	18.0	14.3	Painted <i>circa</i> 1955	"Galerie Paul Pétridès, Paris (1955).
Acquired by the family of the present owner, circa 2000."
New York	14November2017	309	Léonard Tsuguharu Foujita	1886-1968	"Jeune fille épluchant des pommes de terre
"	USD 200,000 - USD 300,000	USD 300000	300000	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0309_000(leonard_tsuguharu_foujita_jeune_fille_epluchant_des_pommes_de_terre).jpg	./resources/14November2017/Lot309.jpg	"['<span id=""main_center_0_lblLotDescription"">Léonard Tsuguharu Foujita (1886-1968)', '\nJeune fille épluchant des pommes de terre', ""\nsigned 'Foujita' (lower left)"", '\noil on canvas', '\n13 ¾ x 10 ¾ in. (35 x 27.4 cm.)', '\n</span>']"	signed 'Foujita' (lower left)	oil on canvas	35.0	27.4		"Lew and Edie Wasserman, Los Angeles (circa 1960); Estate sale, Christie's, New York, 3 November 2011, lot 222. 
Acquired at the above sale by the present owner."
New York	14November2017	310	Léonard Tsuguharu Foujita	1886-1968	"Fleurs et papillons
"	USD 180,000 - USD 250,000	USD 275000	275000	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0310_000(leonard_tsuguharu_foujita_fleurs_et_papillons).jpg	./resources/14November2017/Lot310.jpg	"['<span id=""main_center_0_lblLotDescription"">Léonard Tsuguharu Foujita (1886-1968)', '\nFleurs et papillons', ""\nsigned 'Foujita' and signed again in Japanese (lower left)"", '\noil and gold leaf on canvas', '\n18 1/8 x 25 ½ in. (46.2 x 65 cm.)', '\nExecuted in 1922', '\n</span>']"	signed 'Foujita' and signed again in Japanese (lower left)	oil and gold leaf on canvas	46.2	65.0	Executed in 1922	"Oscar Fischer, Antwerp and Tel Aviv (by 1929). 
Acquired from the above by the present owner."
New York	14November2017	311	Léonard Tsuguharu Foujita	1886-1968	"La fillette au ciel bleu
"	USD 100,000 - USD 150,000	USD 137500	137500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0311_000(leonard_tsuguharu_foujita_la_fillette_au_ciel_bleu).jpg	./resources/14November2017/Lot311.jpg	"['<span id=""main_center_0_lblLotDescription"">Léonard Tsuguharu Foujita (1886-1968)', '\nLa fillette au ciel bleu', ""\nsigned 'Foujita' (lower left); signed again 'Foujita' (on the stretcher)"", '\noil on canvas', '\n9 ½ x 7 ½ in. (24.2 x 19.1 cm.)', '\nPainted in 1954', '\n</span>']"	signed 'Foujita' (lower left); signed again 'Foujita' (on the stretcher)	oil on canvas	24.2	19.1	Painted in 1954	"Galerie J.M. Bernard, Paris (acquired from the artist, 1954).
Private collection, Unites States (acquired from the above).
Private collection, United States (by descent from the above); sale, Sotheby's, New York, 3 November 2011, lot 349.
Acquired at the above sale by the present owner."
New York	14November2017	312	Léonard Tsuguharu Foujita	1886-1968	"Le Médaillon
"	USD 100,000 - USD 150,000	USD 106250	106250	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0312_000(leonard_tsuguharu_foujita_le_medaillon).jpg	./resources/14November2017/Lot312.jpg	"['<span id=""main_center_0_lblLotDescription"">Léonard Tsuguharu Foujita (1886-1968)', '\nLe Médaillon', ""\nsigned and inscribed 'Foujita Paris' (lower left)"", '\noil on canvas', '\n9 7/8 x 7 7/8 in. (25.2 x 20 cm.)', '\nPainted<i> </i>1953', '\n</span>']"	signed and inscribed 'Foujita Paris' (lower left)	oil on canvas	25.2	20.0	Painted<i> </i>1953	"Dominion Gallery, Montreal. 
François Dupré, Morges, Switzerland (acquired from the above, circa 1960); Estate sale, Christie's, New York, 2 November 2011, lot 321.
Acquired at the above sale by the present owner."
New York	14November2017	313	Léonard Tsuguharu Foujita	1886-1968	"Les deux amies
"	USD 350,000 - USD 450,000	USD 372500	372500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0313_000(leonard_tsuguharu_foujita_les_deux_amies).jpg	./resources/14November2017/Lot313.jpg	"['<span id=""main_center_0_lblLotDescription"">Léonard Tsuguharu Foujita (1886-1968)', '\nLes deux amies', ""\nsigned and dated 'Foujita 1926' and signed again in Japanese (lower right)"", '\noil on canvas', '\n23 ¾ x 21 ½ in. (60.3 x 54.6 cm.)', '\nPainted in 1926', '\n</span>']"	signed and dated 'Foujita 1926' and signed again in Japanese (lower right)	oil on canvas	60.3	54.6	Painted in 1926	Acquired by the family of the present owner, circa 1975.
New York	14November2017	314	Léonard Tsuguharu Foujita	1886-1968	"Jeune fille avec ses chats
"	USD 250,000 - USD 350,000	USD 250000	250000	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0314_000(leonard_tsuguharu_foujita_jeune_fille_avec_ses_chats).jpg	./resources/14November2017/Lot314.jpg	"['<span id=""main_center_0_lblLotDescription"">Léonard Tsuguharu Foujita (1886-1968)', '\nJeune fille avec ses chats', ""\nsigned, dated and inscribed 'Foujita Juin 1954 Paris' (lower left); signed, dated and inscribed again 'Foujita 1 Juin 1954 Paris' (on the stretcher)"", '\noil on canvas', '\n13 ¾ x 10 5/8 in. (35 x 27 cm.)', '\nPainted on 1 June 1954', '\n</span>']"	signed, dated and inscribed 'Foujita Juin 1954 Paris' (lower left); signed, dated and inscribed again 'Foujita 1 Juin 1954 Paris' (on the stretcher)	oil on canvas	35.0	27.0	Painted on 1 June 1954	"Mr. and Mrs. F. Page Storment, New York (acquired from the artist, 1954); sale, Sotheby's, New York, 3 November 2011, lot 200.
Acquired at the above sale by the present owner."
New York	14November2017	315	Moïse Kisling	1891-1953	"Portrait d'homme
"	USD 40,000 - USD 60,000	USD 112500	112500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0315_000(moise_kisling_portrait_dhomme).jpg	./resources/14November2017/Lot315.jpg	"['<span id=""main_center_0_lblLotDescription"">Moïse Kisling (1891-1953)', ""\nPortrait d'homme"", ""\nsigned and dated 'Kisling 1915' (lower left)"", '\noil on canvas', '\n24 x 19 ¾ in. (61 x 50 cm.)', '\nPainted in 1915', '\n</span>']"	signed and dated 'Kisling 1915' (lower left)	oil on canvas	61.0	50.0	Painted in 1915	"Leopold Zborowski, Paris. 
Dominion Gallery, Montreal (by 1947).
Wunderly Gallery, Pennsylvania.
Mrs. Thomas Jameson, Pennsylvania.
Private collection, Pennsylvania (by descent from the above)."
New York	14November2017	316	Jules Pascin	1885-1930	"Jeune fille pensive
"	USD 40,000 - USD 60,000	USD 50000	50000	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0316_000(jules_pascin_jeune_fille_pensive).jpg	./resources/14November2017/Lot316.jpg	"['<span id=""main_center_0_lblLotDescription"">Jules Pascin (1885-1930)', '\nJeune fille pensive', ""\nsigned 'pascin' (lower right)"", '\noil and black Conté crayon on canvas', '\n32 1/8 x 25 7/8 in. (81.5 x 65 cm.)', '\nExecuted in 1925', '\n</span>']"	signed 'pascin' (lower right)	oil and black Conté crayon on canvas	81.5	65.0	Executed in 1925	"Perls Galleries, New York.
Mrs. Morris Wenger, Philadelphia.
Anon. sale, Sotheby's, New York, 9 November 1995, lot 301.
Irving Galleries, Palm Beach.
Acquired from the above by the family of the present owner."
New York	14November2017	317	Raoul Dufy	1877-1953	"La flotte à Villefranche
"	USD 120,000 - USD 180,000	USD 348500	348500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0317_000(raoul_dufy_la_flotte_a_villefranche).jpg	./resources/14November2017/Lot317.jpg	"['<span id=""main_center_0_lblLotDescription"">Raoul Dufy (1877-1953)', '\nLa flotte à Villefranche', ""\nsigned 'Raoul Dufy' (lower right)"", '\noil on canvas', '\n25 5/8 x 31 7/8 in. (65.1 x 80.9 cm.)', '\nPainted <i>circa</i> 1926', '\n</span>']"	signed 'Raoul Dufy' (lower right)	oil on canvas	65.1	80.9	Painted <i>circa</i> 1926	"Mr. and Mrs. Peter A. Rübel, New York.
The Museum of Modern Art, New York (gift from the above, 1950).
Perls Galleries, New York (acquired from the above, November 1953). 
Werner and Margaret Josten, New York (acquired from the above, by 1975). 
By descent from the above to the present owner."
New York	14November2017	319	Jean-Pierre Cassigneul	b. 1935	"Femme en vert
"	USD 50,000 - USD 70,000	USD 106250	106250	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0319_000(jean-pierre_cassigneul_femme_en_vert).jpg	./resources/14November2017/Lot319.jpg	"['<span id=""main_center_0_lblLotDescription"">Jean-Pierre Cassigneul (b. 1935)', '\nFemme en vert', ""\nsigned 'CASSIGNEUL.' (lower left)"", '\noil on canvas', '\n36 1/8 x 28 5/8 in. (91.7 x 72.7 cm.)', '\nPainted <i>circa </i>1960', '\n</span>']"	signed 'CASSIGNEUL.' (lower left)	oil on canvas	91.7	72.7	Painted <i>circa </i>1960	"Galerie Juarez, Inc., Los Angeles.
Private collection, Los Angeles (acquired from the above, circa 1970).
By descent from the above to the present owner."
New York	14November2017	320	Raoul Dufy	1877-1953	"L'Hôtel Suisse à Nice et le tournant de ""Rauba Capeu""
"	USD 100,000 - USD 150,000	USD 187500	187500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0320_000(raoul_dufy_lhotel_suisse_a_nice_et_le_tournant_de_rauba_capeu).jpg	./resources/14November2017/Lot320.jpg	"['<span id=""main_center_0_lblLotDescription"">Raoul Dufy (1877-1953)', '\nL\'Hôtel Suisse à Nice et le tournant de ""Rauba Capeu""', ""\nsigned 'Raoul Dufy' (lower left)"", '\noil on canvas', '\n15 x 18 1/8 in. (38 x 46.1 cm.)', '\nPainted <i>circa </i>1927', '\n</span>']"	signed 'Raoul Dufy' (lower left)	oil on canvas	38.0	46.1	Painted <i>circa </i>1927	"Galerie de l'Elysée (Alex Maguy), Paris.
Dalzell Hatfield Galleries, Los Angeles.
Mrs. H.W. Armstrong, Santa Barbara (acquired from the above, by 1961).
Anon. sale, Sotheby Parke Bernet, Inc., New York, 16 May 1979, lot 266.
Acquired at the above sale by the family of the present owners."
New York	14November2017	322	Maurice de Vlaminck	1876-1958	"Paysage
"	USD 70,000 - USD 100,000	USD 87500	87500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0322_000(maurice_de_vlaminck_paysage).jpg	./resources/14November2017/Lot322.jpg	"['<span id=""main_center_0_lblLotDescription"">Maurice de Vlaminck (1876-1958)', '\nPaysage', ""\nsigned 'Vlaminck' (lower right)"", '\noil on canvas', '\n21 ½ x 28 ¾ in. (54.5 x 73 cm.)', '\nPainted <i>circa </i>1928', '\n</span>']"	signed 'Vlaminck' (lower right)	oil on canvas	54.5	73.0	Painted <i>circa </i>1928	"Galerie Garnier, Bruges.
R. Deweert, Antwerp.
Anon. sale, Sotheby's, Amsterdam, 27 May 2002, lot 144.
Acquired by the present owner, 2008."
New York	14November2017	323	Maurice Utrillo	1883-1955	"Rue Saint-Rustique à Montmartre
"	USD 70,000 - USD 100,000	USD 81250	81250	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0323_000(maurice_utrillo_rue_saint-rustique_a_montmartre).jpg	./resources/14November2017/Lot323.jpg	"['<span id=""main_center_0_lblLotDescription"">Maurice Utrillo (1883-1955)', '\nRue Saint-Rustique à Montmartre', ""\nsigned 'Maurice. Utrillo. V.' (lower right)"", '\noil on canvas', '\n18 1/8 x 14 7/8 in. (46 x 37.7 cm.)', '\nPainted in 1920', '\n</span>']"	signed 'Maurice. Utrillo. V.' (lower right)	oil on canvas	46.0	37.7	Painted in 1920	Acquired by the late owners, circa 1965.
New York	14November2017	324	Bernard Buffet	1928-1999	"Douarnenez, les quais du grand port
"	USD 120,000 - USD 180,000	USD 212500	212500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0324_000(bernard_buffet_douarnenez_les_quais_du_grand_port).jpg	./resources/14November2017/Lot324.jpg	"['<span id=""main_center_0_lblLotDescription"">Bernard Buffet (1928-1999)', '\nDouarnenez, les quais du grand port', ""\nsigned 'Bernard Buffet' (upper right) and dated '1972' (upper left); titled 'DOUA[R]NENEZ, Les Quais du Grand Port' (on the reverse)"", '\noil on canvas', '\n35 3/8 x 51 ¼ in. (89.7 x 130.2 cm.)', '\nPainted in 1972', '\n</span>']"	signed 'Bernard Buffet' (upper right) and dated '1972' (upper left); titled 'DOUA[R]NENEZ, Les Quais du Grand Port' (on the reverse)	oil on canvas	89.7	130.2	Painted in 1972	"Galerie Maurice Garnier, Paris.
Private collection, Hamburg.
Private collection, Germany; sale, Sotheby's, Paris, 13 December 2007, lot 91.
Acquired at the above sale by the present owner."
New York	14November2017	325	Maurice de Vlaminck	1876-1958	"Eglise sous la neige
"	USD 40,000 - USD 60,000	USD 87500	87500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0325_000(maurice_de_vlaminck_eglise_sous_la_neige).jpg	./resources/14November2017/Lot325.jpg	"['<span id=""main_center_0_lblLotDescription"">Maurice de Vlaminck (1876-1958)', '\nEglise sous la neige', ""\nsigned 'Vlaminck' (lower right)"", '\noil on canvas', '\n18 3/8 x 21 ¾ in. (46.5 x 55.1 cm.)', '\nPainted <i>circa</i> 1927-1929', '\n</span>']"	signed 'Vlaminck' (lower right)	oil on canvas	46.5	55.1	Painted <i>circa</i> 1927-1929	"O.B. James, New York.
Lettie Corlett, Oakland, California.
Maxwell Galleries, San Francisco. 
Acquired from the above by the family of the present owner, May 1969."
New York	14November2017	326	Georges Rouault	1871-1958	"Pierrot (à la lune)
"	USD 100,000 - USD 150,000	USD 137500	137500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0326_000(georges_rouault_pierrot).jpg	./resources/14November2017/Lot326.jpg	"['<span id=""main_center_0_lblLotDescription"">Georges Rouault (1871-1958)', '\nPierrot (à la lune)', ""\nsigned 'G Rouault' (lower right)"", '\noil on paper laid down on canvas', '\n25 ½ x 19 5/8 in. (64.8 x 49.9 cm.)', '\nPainted in 1939', '\n</span>']"	signed 'G Rouault' (lower right)	oil on paper laid down on canvas	64.8	49.9	Painted in 1939	"The Lefevre Gallery (Alex. Reid & Lefevre, Ltd.), London.
Acquired from the above by the late owner, May 1999."
New York	14November2017	327	Moïse Kisling	1891-1953	"Nu allongé sur un canapé bleu
"	USD 200,000 - USD 300,000	USD 510500	510500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0327_000(moise_kisling_nu_allonge_sur_un_canape_bleu).jpg	./resources/14November2017/Lot327.jpg	"['<span id=""main_center_0_lblLotDescription"">Moïse Kisling (1891-1953)', '\nNu allongé sur un canapé bleu', ""\nsigned 'Kisling' (upper right)"", '\noil on canvas', '\n31 ½ x 50 7/8 in. (80 x 129.3 cm.)', '\nPainted in 1928', '\n</span>']"	signed 'Kisling' (upper right)	oil on canvas	80.0	129.3	Painted in 1928	"Galerie de l'Elysée (Alex Maguy), Paris.
Mitsukoshi Department Store, Tokyo.
Acquired from the above by the present owner, circa 1971."
New York	14November2017	328	Georges Rouault	1871-1958	"Fille de cirque (Reine de Saba)
"	USD 180,000 - USD 250,000	USD 348500	348500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0328_000(georges_rouault_fille_de_cirque).jpg	./resources/14November2017/Lot328.jpg	"['<span id=""main_center_0_lblLotDescription"">Georges Rouault (1871-1958)', '\nFille de cirque (Reine de Saba)', ""\nsigned 'G Rouault' (lower right)"", '\noil on canvas laid down on canvas', '\n21 ½ x 16 1/8 in. (57.2 x 41 cm.)', '\nPainted in 1928-1939', '\n</span>']"	signed 'G Rouault' (lower right)	oil on canvas laid down on canvas	57.2	41.0	Painted in 1928-1939	"Galerie Max Kaganovitch, Paris.
Acquired from the above by the family of the present owner, 1952."
New York	14November2017	329	Chaïm Soutine	1893-1943	"L'arbre de Vence
"	USD 700,000 - USD 1,000,000	USD 792500	792500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0329_000(chaim_soutine_larbre_de_vence).jpg	./resources/14November2017/Lot329.jpg	"['<span id=""main_center_0_lblLotDescription"">Chaïm Soutine (1893-1943)', ""\nL'arbre de Vence"", ""\nsigned 'Soutine' (lower left)"", '\noil on canvas', '\n29 ½ x 26 ¼ in. (75 x 66.2 cm.)', '\nPainted <i>circa</i> 1929', '\n</span>']"	signed 'Soutine' (lower left)	oil on canvas	75.0	66.2	Painted <i>circa</i> 1929	"Collection M. R. B., Paris; sale, Hôtel Drouot, Paris, 3 June 1937, lot 22.
Galerie Max Kaganovitch, Paris.
Acquired from the above by the family of the present owner, by 1951."
New York	14November2017	330	Pierre-Auguste Renoir	1841-1919	"Femme nue assise
"	USD 40,000 - USD 60,000	USD 68750	68750	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0330_000(pierre-auguste_renoir_femme_nue_assise).jpg	./resources/14November2017/Lot330.jpg	"['<span id=""main_center_0_lblLotDescription"">Pierre-Auguste Renoir (1841-1919)', '\nFemme nue assise', '\noil on canvas', '\n7 5/8 x 6 ½ in. (19.6 x 16.7 cm.)', '\nPainted <i>circa</i> 1900', '\n</span>']"	oil on canvas	7 5/8 x 6 ½ in. (19.6 x 16.7 cm.)	19.6	16.7	Painted <i>circa</i> 1900	"Ambroise Vollard, Paris (acquired from the artist by 1919).
Eugène Blot, Paris
Galerie Max Kaganovitch, Paris.
Acquired from the above by the family of the present owner."
New York	14November2017	331	Aristide Maillol	1861-1944	"Nymphe assise
"	USD 35,000 - USD 45,000	USD 81250	81250	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0331_000(aristide_maillol_nymphe_assise).jpg	./resources/14November2017/Lot331.jpg	"['<span id=""main_center_0_lblLotDescription"">Aristide Maillol (1861-1944)', '\nNymphe assise', ""\nsigned with monogram (on the top of the base); numbered and inscribed with foundry mark '6/6 Alexis.Rudier. Fondeur Paris.' (on the side of the base)"", '\nbronze with green and brown patina', '\nHeight: 9 ½ in. (24.2 cm.)', '\nLength: 9 1/8 in. (23.1 cm.)', '\nConceived in 1902; this bronze version cast before 1952', '\n</span>']"	signed with monogram (on the top of the base); numbered and inscribed with foundry mark '6/6 Alexis.Rudier. Fondeur Paris.' (on the side of the base)	bronze with green and brown patina	24.2	24.2	Conceived in 1902; this bronze version cast before 1952	"Gallery Suzuki, Tokyo. 
Acquired from the above by the present owner, 1988."
New York	14November2017	332	Auguste Rodin	1840-1917	"Etude pour Le Secret
"	USD 30,000 - USD 50,000	USD 100000	100000	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0332_000(auguste_rodin_etude_pour_le_secret).jpg	./resources/14November2017/Lot332.jpg	"['<span id=""main_center_0_lblLotDescription"">Auguste Rodin (1840-1917)', '\n<i>Etude pour </i>Le Secret', ""\nsigned 'A. Rodin' (on the front); inscribed with foundry mark 'Alexis Rudier Fondeur Paris' (on the back)"", '\nbronze with dark brown and green patina', '\nHeight: 4 7/8 in. (12.4 cm.)', '\nConceived in 1910; this bronze version cast between 1940-1952', '\n</span>']"	signed 'A. Rodin' (on the front); inscribed with foundry mark 'Alexis Rudier Fondeur Paris' (on the back)	bronze with dark brown and green patina	12.4	12.4	Conceived in 1910; this bronze version cast between 1940-1952	"Musée Rodin, Paris.
Anon. sale, Sotheby Parke Bernet, Inc., New York, 7 June 1984, lot 21A.
Acquired at the above sale by the present owner."
